,Date,Ta
0,2021-07-04 00:00,0.4725
1,2021-07-04 01:00,0.4725
2,2021-07-04 02:00,0.4725
3,2021-07-04 03:00,0.4725
4,2021-07-04 04:00,0.4725
5,2021-07-04 05:00,0.4725
6,2021-07-04 06:00,0.459
7,2021-07-04 07:00,0.459
8,2021-07-04 08:00,0.459
9,2021-07-04 09:00,0.513
10,2021-07-04 10:00,0.513
11,2021-07-04 11:00,0.513
12,2021-07-04 12:00,0.5535
13,2021-07-04 13:00,0.5535
14,2021-07-04 14:00,0.5535
15,2021-07-04 15:00,0.5265
16,2021-07-04 16:00,0.5265
17,2021-07-04 17:00,0.5265
18,2021-07-04 18:00,0.486
19,2021-07-04 19:00,0.486
20,2021-07-04 20:00,0.486
21,2021-07-04 21:00,0.459
22,2021-07-04 22:00,0.459
23,2021-07-04 23:00,0.459
