,Date,Ta
0,2021-11-05 00:00,0.0462
1,2021-11-05 01:00,0.0462
2,2021-11-05 02:00,0.0462
3,2021-11-05 03:00,0.0434
4,2021-11-05 04:00,0.0434
5,2021-11-05 05:00,0.0434
6,2021-11-05 06:00,0.0392
7,2021-11-05 07:00,0.0392
8,2021-11-05 08:00,0.0392
9,2021-11-05 09:00,0.0392
10,2021-11-05 10:00,0.0392
11,2021-11-05 11:00,0.0392
12,2021-11-05 12:00,0.0378
13,2021-11-05 13:00,0.0378
14,2021-11-05 14:00,0.0378
15,2021-11-05 15:00,0.0364
16,2021-11-05 16:00,0.0364
17,2021-11-05 17:00,0.0364
18,2021-11-05 18:00,0.034999999999999996
19,2021-11-05 19:00,0.034999999999999996
20,2021-11-05 20:00,0.034999999999999996
21,2021-11-05 21:00,0.0406
22,2021-11-05 22:00,0.0406
23,2021-11-05 23:00,0.0406
