,Date,Ta
0,2021-10-02 00:00,0.14100000000000001
1,2021-10-02 01:00,0.14100000000000001
2,2021-10-02 02:00,0.14100000000000001
3,2021-10-02 03:00,0.1363
4,2021-10-02 04:00,0.1363
5,2021-10-02 05:00,0.1363
6,2021-10-02 06:00,0.1363
7,2021-10-02 07:00,0.1363
8,2021-10-02 08:00,0.1363
9,2021-10-02 09:00,0.1316
10,2021-10-02 10:00,0.1316
11,2021-10-02 11:00,0.1316
12,2021-10-02 12:00,0.1316
13,2021-10-02 13:00,0.1316
14,2021-10-02 14:00,0.1316
15,2021-10-02 15:00,0.1457
16,2021-10-02 16:00,0.1457
17,2021-10-02 17:00,0.1457
18,2021-10-02 18:00,0.1645
19,2021-10-02 19:00,0.1645
20,2021-10-02 20:00,0.1645
21,2021-10-02 21:00,0.1598
22,2021-10-02 22:00,0.1598
23,2021-10-02 23:00,0.1598
